WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
243,Sharon Carrillo,Educator/Guide,112.59,2020-09-01,2020-10-11,1953-04-02,Sharon-Carrillo106@outlook.com
244,Tracy Jones,Educator/Guide,63.50,2001-03-16,2018-02-10,1952-11-16,TracyJones273@gmail.com
245,Rachel Moore,Cleaner,51.17,2012-01-10,2014-03-24,1987-01-01,Rachel-Moore394@gmail.com
246,Christine Ramirez,Guard,49.26,2002-04-05,2014-06-23,1979-05-13,ChristineRamirez28@gmail.com
247,Shane Myers,Conservator,70.73,2010-08-20,2020-05-17,1982-12-24,Shane_Myers479@outlook.com
248,Michelle Dickerson,Cleaner,82.79,2005-11-09,2007-01-13,1969-09-11,MichelleDickerson741@gmail.com
249,Michael Park,Conservator,49.43,2012-12-07,2019-06-20,1982-09-03,Michael-Park91@gmail.com
250,Jeffrey Hamilton,Archivist,44.87,2014-06-28,2015-01-06,1956-01-29,JeffreyHamilton60@gmail.com
251,Charles Larson,Conservator,48.82,2015-06-23,2020-06-24,1990-03-07,CharlesLarson847@outlook.com
252,Seth Guerra,Curators,99.56,2018-01-12,2019-08-29,1980-07-03,Seth_Guerra618@gmail.com
253,Hunter Jones,Manager,116.49,2015-07-24,2020-06-28,1953-05-21,Hunter-Jones780@gmail.com
254,Jennifer Payne,Curators,47.33,1986-01-06,1986-09-07,1963-03-16,Jennifer_Payne464@gmail.com
255,Linda Adams,Registrar,82.19,2009-04-22,2019-09-12,1981-08-18,LindaAdams314@gmail.com
256,Thomas Fitzpatrick,Guard,95.40,2022-02-17,2022-03-21,1996-05-27,ThomasFitzpatrick842@gmail.com
257,Eric Shepherd,Educator/Guide,54.49,2020-10-10,2022-04-29,1976-12-21,Eric_Shepherd442@outlook.com
258,Tamara Lewis,Registrar,57.69,2020-04-21,2020-10-16,1996-02-10,Tamara_Lewis266@gmail.com
259,Kenneth Carroll,Educator/Guide,35.80,2014-11-16,2020-07-22,1992-04-02,KennethCarroll32@gmail.com
260,Shannon Holland,Archivist,56.40,1995-11-16,2013-03-09,1958-06-21,ShannonHolland785@gmail.com
261,Karen Garcia,Curators,81.06,2011-05-02,2020-12-26,1953-11-09,Karen_Garcia399@gmail.com
262,Deborah Hicks,Registrar,77.50,2010-08-24,2010-10-07,1976-01-25,DeborahHicks18@outlook.com
263,Todd Mcdonald,Manager,104.69,2013-04-06,2020-03-20,1978-07-25,Todd-Mcdonald133@gmail.com
264,Carla Drake,Guard,92.60,1995-05-09,1997-08-22,1966-01-23,CarlaDrake293@walla.com
265,Robert Stout,Educator/Guide,80.21,2010-12-09,2012-10-10,1987-04-24,Robert-Stout870@gmail.com
266,Elizabeth Marks,Archivist,92.39,1998-04-22,2005-04-14,1974-12-01,Elizabeth-Marks973@walla.com
267,Brittney Caldwell,Archivist,79.25,2011-07-19,2015-12-17,1990-05-27,Brittney-Caldwell162@gmail.com
268,Austin Hall,Manager,91.43,2007-01-25,2012-01-17,1969-12-22,Austin_Hall386@hotmail.com
269,Victoria Haas,Archivist,87.23,2006-06-20,2016-02-08,1973-07-13,VictoriaHaas885@gmail.com
270,Erin Cole,Guard,50.97,2019-10-25,2020-07-05,1997-08-31,ErinCole792@gmail.com
271,Sarah Harris,Exhibit Designer,102.10,2002-01-27,2015-03-13,1959-03-31,Sarah_Harris933@gmail.com
272,Susan Andrews,Cleaner,60.02,2005-07-27,2021-10-27,1972-08-10,SusanAndrews71@gmail.com
273,John Mendez,Exhibit Designer,85.82,2010-05-11,2020-07-24,1963-08-03,JohnMendez756@gmail.com
274,Mrs. Michelle Martinez,Cleaner,118.33,2011-07-16,2021-03-17,1974-06-09,Mrs._Michelle_Martinez428@gmail.com
275,Jesus Taylor,Manager,112.92,2019-11-26,2020-09-29,1986-12-29,Jesus-Taylor68@outlook.com
276,Natalie Rosario,Exhibit Designer,74.50,2018-04-11,2019-09-02,1960-07-20,NatalieRosario173@outlook.com
277,Dale Smith,Manager,115.61,2018-03-30,2018-08-24,1995-03-01,DaleSmith883@hotmail.com
278,Michael Cox,Exhibit Designer,106.21,2016-11-04,2020-11-21,1989-11-30,MichaelCox302@outlook.com
279,Linda West,Curators,47.54,2014-07-08,2022-03-27,1974-03-15,LindaWest534@hotmail.com
280,Daniel Woods,Curators,82.79,2019-11-20,2021-07-29,1996-11-30,DanielWoods985@gmail.com
281,Jeffrey Erickson,Curators,74.61,2006-10-11,2014-11-28,1970-05-12,Jeffrey_Erickson39@gmail.com
282,Jessica Flores,Guard,93.14,2021-07-22,2022-04-03,1999-06-15,Jessica_Flores229@walla.com
283,Tara Robinson,Educator/Guide,108.71,1983-09-21,1987-10-26,1958-10-16,Tara_Robinson129@gmail.com
284,Matthew Ortega,Educator/Guide,36.38,2007-07-02,2017-11-30,1970-12-27,MatthewOrtega841@gmail.com
285,Kristen Carter,Educator/Guide,110.31,2004-01-11,2019-03-07,1970-06-15,Kristen-Carter582@gmail.com
286,Amber Newman,Conservator,57.84,2010-12-08,2012-03-26,1968-08-18,Amber_Newman248@gmail.com
287,Nicholas Riley,Manager,92.07,1995-11-03,2010-10-14,1968-10-12,NicholasRiley28@hotmail.com
288,David Foster,Cleaner,32.44,2019-09-17,2021-05-12,1988-02-11,David_Foster122@gmail.com
289,Bradley Hodges,Conservator,116.98,2021-11-28,2022-03-19,1996-04-25,BradleyHodges569@gmail.com
290,Sarah Hernandez,Exhibit Designer,89.86,2016-10-29,2021-05-26,1971-11-21,SarahHernandez534@hotmail.com
291,Tina Hayes,Exhibit Designer,91.97,2021-05-23,2021-07-09,1981-03-05,TinaHayes922@gmail.com
292,Cody Burns,Cleaner,116.18,2017-01-23,2019-03-19,1995-05-18,Cody-Burns722@gmail.com
293,Laura Stone,Educator/Guide,70.69,2006-09-22,2011-04-04,1968-04-21,LauraStone798@hotmail.com
294,Noah Evans DDS,Manager,40.00,2003-05-27,2020-09-02,1976-01-17,Noah-Evans-DDS820@gmail.com
295,Stephen Munoz,Cleaner,80.81,2014-12-31,2019-10-02,1991-05-08,Stephen-Munoz66@gmail.com
296,Amber Jackson,Manager,78.36,2003-05-09,2003-09-27,1970-08-24,Amber-Jackson603@gmail.com
297,Pamela Jones,Conservator,62.22,2013-02-22,2016-04-03,1954-10-23,Pamela_Jones946@gmail.com
298,Jennifer Kelley,Manager,72.85,2021-08-16,2022-04-20,1997-02-12,JenniferKelley371@gmail.com
299,Jill Stanley,Guard,68.76,1993-09-20,1993-10-29,1972-07-22,JillStanley948@gmail.com
300,Anita Casey,Registrar,102.82,2022-03-15,2022-04-04,1980-05-19,AnitaCasey636@walla.com
301,Jimmy Jennings,Guard,107.24,2009-06-28,2016-11-24,1953-08-13,JimmyJennings111@outlook.com
302,Heather Hanson,Registrar,80.97,2010-09-30,2012-07-04,1984-04-21,HeatherHanson643@hotmail.com
303,Deborah Ellis,Cleaner,39.83,2005-06-24,2009-01-23,1972-12-09,Deborah-Ellis831@outlook.com
304,Lisa Gallagher,Educator/Guide,85.92,2019-05-31,2021-12-28,1989-03-05,LisaGallagher222@gmail.com
305,Adam Thomas,Curators,58.61,2000-10-29,2020-02-02,1963-02-20,AdamThomas334@outlook.com
306,Joseph Gomez,Manager,83.53,1998-01-05,2007-09-29,1974-02-25,Joseph-Gomez324@walla.com
307,Lisa Armstrong,Educator/Guide,76.09,1998-11-20,2006-04-16,1958-07-02,Lisa_Armstrong920@outlook.com
308,David Oconnell,Registrar,83.30,2001-06-18,2020-09-06,1965-03-03,David_Oconnell656@gmail.com
309,Kathleen Owens,Guard,64.22,2015-01-08,2020-05-29,1990-02-02,Kathleen_Owens504@hotmail.com
310,Joshua Garcia,Archivist,36.82,1996-11-09,2018-10-13,1956-01-09,JoshuaGarcia34@gmail.com
311,Denise White,Cleaner,113.63,1986-11-07,1993-12-19,1953-05-16,Denise-White626@outlook.com
312,Sheila Cardenas,Educator/Guide,40.71,2002-09-23,2015-11-13,1957-08-29,SheilaCardenas876@gmail.com
313,Hannah Rodriguez,Archivist,45.36,2011-04-18,2012-12-08,1969-05-29,HannahRodriguez196@gmail.com
314,Shelby Lopez,Conservator,62.60,2022-04-07,2022-04-23,1997-06-05,Shelby_Lopez467@gmail.com
315,Rachael Aguilar,Archivist,101.78,2020-11-05,2021-06-21,1990-05-01,Rachael_Aguilar83@gmail.com
316,George Clark,Exhibit Designer,89.12,2008-10-15,2015-07-19,1985-09-27,George-Clark504@outlook.com
317,Courtney Davis,Manager,58.35,2019-07-31,2020-04-15,1998-01-18,Courtney-Davis496@walla.com
318,Jamie Lewis,Curators,84.52,2013-05-06,2021-05-20,1992-02-23,JamieLewis421@gmail.com
319,Scott George,Guard,97.30,2018-11-27,2019-09-12,1991-01-17,ScottGeorge395@gmail.com
320,Vincent Sweeney,Archivist,67.81,2019-03-25,2021-04-02,1998-03-07,Vincent_Sweeney860@gmail.com
321,Leonard Thomas,Educator/Guide,30.28,2013-02-05,2014-02-11,1957-03-29,Leonard_Thomas147@gmail.com
322,Charles Brady,Cleaner,99.22,2013-12-22,2014-01-12,1985-09-02,Charles_Brady578@gmail.com
323,Carly Wu,Educator/Guide,39.74,2011-09-29,2015-06-01,1986-04-06,Carly_Wu791@gmail.com
324,Jacob Lloyd,Archivist,56.23,2016-07-14,2020-04-15,1991-03-06,Jacob_Lloyd485@walla.com
325,Ashley Marks,Conservator,89.15,2019-02-26,2019-04-25,1997-09-29,Ashley-Marks703@gmail.com
326,Jasmine Trevino,Curators,66.30,2022-01-02,2022-03-10,2000-11-23,JasmineTrevino30@outlook.com
327,Rhonda Payne,Cleaner,107.38,2005-04-13,2013-07-23,1981-04-08,RhondaPayne520@outlook.com
328,Katherine Romero,Curators,69.83,1998-01-16,2003-07-18,1957-06-21,Katherine_Romero950@gmail.com
329,Phillip Ortega,Educator/Guide,68.55,1999-02-25,2019-02-26,1967-07-03,Phillip-Ortega327@hotmail.com
330,Bryan Moore,Conservator,104.81,2018-02-23,2020-02-13,1971-11-14,Bryan_Moore543@outlook.com
331,Mary Rubio,Educator/Guide,104.66,1985-02-13,2003-08-16,1960-01-29,MaryRubio582@gmail.com
332,Kimberly Williams,Guard,92.37,1996-06-24,2019-08-11,1970-12-30,KimberlyWilliams589@gmail.com
333,Micheal Cooper,Archivist,65.13,2007-08-30,2018-01-02,1977-04-22,MichealCooper192@gmail.com
334,Chad Romero,Registrar,96.67,2006-12-04,2018-01-21,1977-07-31,Chad-Romero767@gmail.com
335,Robert Allison,Curators,98.20,2016-09-07,2020-10-09,1992-07-18,RobertAllison235@gmail.com
336,Carol Gutierrez,Exhibit Designer,32.13,1982-01-24,1994-12-05,1953-09-19,CarolGutierrez880@gmail.com
337,Dale Salas,Archivist,89.26,2021-09-21,2021-11-24,1968-12-04,Dale-Salas226@gmail.com
338,Robert Lopez,Exhibit Designer,104.58,1995-09-19,2013-04-10,1973-01-17,Robert-Lopez160@outlook.com
339,Michael Scott,Educator/Guide,107.35,2018-01-03,2021-02-20,1973-01-20,Michael_Scott252@gmail.com
340,Sarah Hawkins,Exhibit Designer,116.05,2017-06-02,2019-01-17,1996-03-21,SarahHawkins881@gmail.com
341,Christian Bruce,Educator/Guide,80.87,1988-02-28,2008-05-18,1957-10-22,ChristianBruce663@outlook.com
342,Peter Shelton,Exhibit Designer,43.08,1994-11-02,2004-07-18,1973-05-23,Peter-Shelton808@gmail.com
343,Loretta Anderson,Guard,43.95,1983-07-15,2016-01-13,1956-04-13,Loretta_Anderson854@gmail.com
344,Richard Munoz,Manager,93.08,2005-12-03,2015-04-12,1979-09-24,RichardMunoz499@gmail.com
345,Michelle Dunn,Manager,70.43,2010-05-23,2018-11-02,1985-03-01,Michelle_Dunn603@outlook.com
346,Samuel Montoya,Conservator,81.76,2020-10-13,2021-10-20,1976-03-21,Samuel_Montoya699@outlook.com
347,Shannon Wells,Cleaner,38.71,2018-10-25,2019-01-21,1984-03-24,Shannon-Wells141@walla.com
348,Angie Villarreal,Registrar,87.49,2018-02-23,2018-07-05,1982-10-05,Angie-Villarreal316@hotmail.com
349,Robin Nunez,Exhibit Designer,31.59,2013-06-17,2013-11-19,1986-11-05,RobinNunez62@gmail.com
350,Nathaniel Franklin,Manager,62.90,2015-11-09,2020-10-07,1991-08-09,NathanielFranklin757@gmail.com
351,Frances Shaw,Educator/Guide,44.54,2013-11-14,2017-02-07,1969-11-17,FrancesShaw427@gmail.com
352,Sara Holmes,Guard,69.14,2020-11-05,2021-11-17,1999-07-01,Sara_Holmes302@gmail.com
353,Sonya Arroyo,Archivist,100.83,2003-12-11,2014-02-26,1971-03-18,SonyaArroyo250@gmail.com
354,Anna Li,Cleaner,112.92,1997-12-10,2003-05-17,1957-08-07,Anna-Li34@gmail.com
355,Brenda Simmons,Cleaner,110.21,2018-11-12,2019-08-31,1991-05-14,BrendaSimmons204@gmail.com
356,Donald Wright,Curators,95.86,1986-11-14,2008-04-13,1962-02-01,DonaldWright289@outlook.com
357,Cynthia Robinson,Manager,112.51,2018-10-13,2018-11-09,1988-06-28,CynthiaRobinson854@gmail.com
358,Joseph Ramirez,Conservator,91.97,2015-06-25,2017-01-20,1986-03-14,Joseph-Ramirez439@outlook.com
359,Claudia Ochoa,Educator/Guide,38.88,2021-12-16,2022-03-23,1998-12-14,Claudia_Ochoa553@gmail.com
360,Allen Hernandez,Archivist,81.23,2012-09-02,2013-08-11,1960-04-15,Allen_Hernandez976@gmail.com
361,Christian Grant,Archivist,44.37,2017-03-15,2017-11-02,1983-06-04,Christian_Grant795@gmail.com
362,Lori Ayala,Conservator,110.15,2021-03-02,2021-07-09,2000-01-21,LoriAyala310@gmail.com
363,Debra Stevens,Conservator,51.77,2017-12-20,2018-06-27,1993-08-01,Debra_Stevens634@outlook.com
364,Kyle Allen DDS,Archivist,50.14,2013-02-19,2016-12-31,1985-10-21,KyleAllenDDS465@gmail.com
365,Candace Combs,Educator/Guide,84.89,2017-04-05,2018-09-12,1953-06-13,Candace_Combs12@gmail.com
366,Samuel Owens,Exhibit Designer,58.82,2004-11-23,2005-08-13,1959-11-13,SamuelOwens955@gmail.com
367,Jennifer Johnson,Conservator,114.84,2005-06-28,2013-03-15,1983-07-16,JenniferJohnson89@walla.com
368,Arthur Frazier,Conservator,115.82,2017-12-12,2021-01-26,1972-02-01,Arthur-Frazier856@hotmail.com
369,Brandon Garcia,Archivist,89.34,2009-10-22,2018-12-31,1987-09-29,BrandonGarcia816@outlook.com
370,Patricia Morris DDS,Conservator,66.18,2011-06-14,2012-04-26,1972-06-13,Patricia-Morris-DDS439@gmail.com
371,Erin Jackson,Exhibit Designer,44.76,2018-04-14,2021-08-01,1986-04-10,ErinJackson130@gmail.com
372,Jessica Anderson,Cleaner,54.12,2014-10-05,2019-08-01,1988-05-16,Jessica_Anderson991@gmail.com
373,Kenneth Smith,Cleaner,72.95,2017-04-20,2022-04-10,1987-10-21,KennethSmith103@gmail.com
374,Alyssa Lewis,Archivist,95.08,2021-02-14,2021-12-21,1960-09-23,Alyssa_Lewis883@gmail.com
375,Anthony Lawrence,Conservator,50.03,2018-12-17,2020-02-09,1978-12-12,AnthonyLawrence181@gmail.com
376,Harold Steele,Educator/Guide,109.15,2013-01-29,2022-02-12,1976-09-19,Harold_Steele382@hotmail.com
377,Kimberly Dunlap,Conservator,95.73,2003-08-13,2006-12-28,1977-10-22,Kimberly_Dunlap737@hotmail.com
378,Raymond Jefferson,Curators,40.28,2002-03-02,2003-05-12,1955-02-21,Raymond_Jefferson1000@gmail.com
379,Kelly Tapia,Archivist,49.55,2019-02-15,2019-11-20,1962-11-23,Kelly-Tapia106@hotmail.com
380,Devon Sharp,Cleaner,50.13,2007-10-15,2021-02-27,1985-05-11,Devon-Sharp479@outlook.com
381,Jennifer Shepherd,Manager,94.69,2017-02-03,2021-01-20,1994-10-04,JenniferShepherd250@gmail.com
382,Ashley Harris,Conservator,85.42,2002-01-11,2006-03-19,1969-03-11,Ashley_Harris126@gmail.com
383,Lauren Fitzgerald,Archivist,49.55,2013-07-05,2020-06-11,1963-09-10,Lauren-Fitzgerald504@gmail.com
384,Breanna English,Cleaner,53.85,1978-07-29,2000-10-31,1954-07-19,BreannaEnglish14@gmail.com
385,Robert Thompson,Educator/Guide,94.40,2012-02-25,2016-12-11,1968-06-18,RobertThompson643@hotmail.com
386,Mrs. Jessica Murray,Curators,44.98,2011-02-07,2021-01-01,1985-12-24,Mrs.-Jessica-Murray560@outlook.com
387,Justin Kelly,Guard,86.42,2011-11-13,2015-07-21,1961-01-28,Justin-Kelly514@hotmail.com
388,Shannon Hansen,Guard,44.14,2012-08-29,2013-10-04,1981-01-01,ShannonHansen617@gmail.com
389,Brandon Montgomery,Archivist,111.49,2011-05-20,2015-05-02,1955-01-08,BrandonMontgomery864@outlook.com
390,Dustin Leonard,Registrar,119.84,2005-06-04,2020-05-21,1981-07-12,Dustin_Leonard57@gmail.com
391,Robert Jefferson,Conservator,110.53,2014-10-03,2020-03-10,1990-06-12,RobertJefferson591@gmail.com
392,Edward Martinez,Exhibit Designer,36.84,2020-05-27,2020-12-31,1994-11-07,Edward-Martinez317@hotmail.com
393,Tiffany Allen,Educator/Guide,64.62,2021-07-10,2021-12-20,2000-05-28,TiffanyAllen276@gmail.com
394,Jason Shaffer,Exhibit Designer,111.65,2022-04-22,2022-05-06,1985-01-24,Jason-Shaffer250@outlook.com
395,Lindsey Miller,Cleaner,93.86,2017-01-26,2018-07-17,1993-01-04,Lindsey_Miller911@outlook.com
396,David Ortega,Conservator,59.41,2007-10-26,2020-09-25,1974-05-15,David_Ortega820@hotmail.com
397,Ashley Mendez,Archivist,72.57,2010-05-18,2019-11-16,1983-05-03,AshleyMendez574@gmail.com
398,Gregory Anderson,Registrar,90.31,2011-08-31,2016-02-23,1978-12-20,Gregory_Anderson748@gmail.com
399,Michael Patel,Guard,95.28,2006-10-16,2017-12-05,1980-12-25,MichaelPatel571@gmail.com
400,Nancy Walker,Curators,54.48,1995-09-23,2020-05-20,1973-03-25,NancyWalker533@gmail.com
401,Eric Preston,Conservator,33.28,2019-02-03,2020-08-30,1966-06-03,Eric_Preston173@gmail.com
402,Stephen Turner,Manager,30.76,2020-11-21,2021-11-28,1999-11-07,Stephen-Turner498@hotmail.com
403,David Phillips,Guard,64.56,2018-02-17,2018-05-22,1989-03-14,DavidPhillips272@gmail.com
404,Ashley Brown,Archivist,40.02,2021-12-26,2022-04-04,2000-05-09,AshleyBrown691@hotmail.com
405,Joseph Carpenter,Cleaner,105.30,2000-08-14,2016-04-29,1971-02-11,JosephCarpenter397@gmail.com
406,Amy Moore,Cleaner,41.94,1976-12-07,1998-03-19,1953-03-14,Amy_Moore168@gmail.com
407,Erin Mercado,Archivist,46.98,2022-01-12,2022-05-07,1994-12-09,ErinMercado938@gmail.com
408,Michael Lopez,Guard,46.12,2017-12-26,2018-08-12,1989-12-13,Michael_Lopez390@hotmail.com
409,Nicholas Crosby,Educator/Guide,63.66,2010-10-14,2017-12-07,1987-07-03,Nicholas_Crosby712@gmail.com
410,Jennifer Cunningham,Cleaner,117.77,2011-02-01,2021-01-04,1980-03-01,Jennifer-Cunningham743@gmail.com
411,Julia Andrews,Exhibit Designer,113.77,2021-12-10,2022-02-17,1999-11-25,JuliaAndrews379@hotmail.com
412,Steven Walters,Cleaner,59.54,2015-10-14,2017-04-18,1988-07-31,Steven-Walters362@gmail.com
413,Rhonda Faulkner,Manager,31.61,2016-11-19,2018-04-02,1961-08-06,Rhonda-Faulkner874@gmail.com
414,Jessica James,Manager,105.50,1998-09-23,2019-10-01,1974-11-21,Jessica-James582@hotmail.com
415,Brandon Macias,Conservator,99.79,2018-03-22,2018-11-13,1987-06-30,Brandon-Macias315@gmail.com
416,Brent Livingston,Educator/Guide,118.50,2000-12-22,2018-12-29,1975-07-22,Brent-Livingston527@gmail.com
417,Scott Castro,Conservator,95.88,2009-10-26,2020-12-06,1983-11-13,Scott_Castro384@gmail.com
418,Seth Hansen,Educator/Guide,65.14,1997-01-04,2000-03-08,1969-09-23,Seth-Hansen306@gmail.com
419,Samuel Jackson,Archivist,76.88,2015-07-05,2018-06-17,1972-04-21,SamuelJackson969@hotmail.com
420,Ana Perry,Manager,103.84,2012-06-21,2015-09-19,1973-10-22,AnaPerry954@gmail.com
421,Mr. Andrew Wright III,Conservator,107.08,2016-01-31,2019-09-23,1991-07-05,Mr.AndrewWrightIII731@gmail.com
422,Crystal Black,Exhibit Designer,58.26,1988-07-11,2020-09-10,1958-02-16,Crystal-Black908@gmail.com
423,Ashley Reed,Archivist,115.31,2019-01-13,2019-03-21,1992-05-03,Ashley-Reed78@gmail.com
424,Daniel Herman,Educator/Guide,75.37,1999-11-28,2011-01-29,1972-03-07,Daniel-Herman466@gmail.com
425,Charles Oneill,Manager,73.42,2000-03-05,2004-08-17,1962-02-08,Charles-Oneill63@gmail.com
426,Tamara Santos,Manager,84.25,2009-07-26,2019-05-13,1968-08-01,Tamara-Santos577@gmail.com
427,Angela Hall,Educator/Guide,104.24,2011-12-13,2014-01-25,1985-10-05,AngelaHall527@gmail.com
428,Raven Proctor,Archivist,86.13,1998-12-19,2020-04-04,1964-05-25,Raven-Proctor359@gmail.com
429,Cameron Henson,Conservator,55.39,2010-04-30,2020-12-23,1982-05-07,Cameron_Henson439@gmail.com
430,Stephen Hall,Conservator,37.45,2004-06-11,2016-08-29,1963-06-29,Stephen-Hall718@gmail.com
431,Jessica Cole,Exhibit Designer,58.45,1998-04-24,2004-06-08,1975-08-25,JessicaCole868@gmail.com
432,Stephanie Perez,Guard,88.58,2013-05-15,2016-05-07,1986-01-11,StephaniePerez822@outlook.com
433,Sandra Davis,Guard,108.35,1991-10-09,2001-06-25,1965-10-10,SandraDavis959@gmail.com
434,Heather Terry,Curators,93.67,2003-03-02,2011-01-02,1966-06-06,HeatherTerry172@hotmail.com
435,Justin Callahan,Manager,111.53,2009-07-21,2019-05-23,1976-09-22,Justin-Callahan821@gmail.com
436,Christopher Hall,Guard,34.54,2002-08-29,2013-04-03,1971-08-26,Christopher_Hall585@outlook.com
437,Timothy Barton,Educator/Guide,62.36,2015-02-21,2018-06-15,1992-01-31,Timothy_Barton178@gmail.com
438,Angela Gonzales,Curators,58.50,2018-05-12,2021-06-11,1997-03-25,Angela-Gonzales61@outlook.com
439,Christopher Cross,Guard,118.96,2014-08-04,2020-10-26,1970-08-06,Christopher_Cross603@gmail.com
440,Levi Gutierrez,Guard,67.64,2020-02-05,2020-05-04,1994-09-09,Levi-Gutierrez429@outlook.com
441,Michael Stephens,Curators,77.95,2017-07-30,2019-01-29,1957-05-16,Michael-Stephens296@hotmail.com
442,Melanie May,Curators,77.61,1990-08-09,2013-01-26,1962-10-07,Melanie_May534@hotmail.com
443,Ashley Baker,Exhibit Designer,111.27,2020-07-07,2022-03-04,1997-02-28,AshleyBaker915@gmail.com
444,Paul Johnson,Educator/Guide,77.72,2022-04-30,2022-05-04,1979-03-10,PaulJohnson841@gmail.com
445,Joel Kennedy,Cleaner,80.79,2015-07-21,2016-10-22,1992-04-16,Joel_Kennedy522@gmail.com
446,Michael King,Exhibit Designer,66.18,1974-09-04,1977-10-19,1952-11-03,MichaelKing745@gmail.com
447,Laura Tate,Curators,54.39,2007-11-23,2017-06-28,1966-01-29,Laura_Tate972@hotmail.com
448,Michele Bautista,Registrar,87.99,2021-02-10,2021-10-18,1956-12-12,MicheleBautista918@gmail.com
449,Ashley Padilla,Exhibit Designer,69.50,1991-02-10,2008-10-01,1966-05-28,Ashley_Padilla884@gmail.com
450,Rachel Giles,Guard,69.36,2015-04-29,2016-12-22,1968-10-31,RachelGiles604@gmail.com
451,Julie Thompson,Archivist,116.10,2018-02-13,2021-09-07,1991-07-22,JulieThompson417@walla.com
452,Ann Taylor,Conservator,38.59,1991-06-15,2015-08-09,1957-08-20,Ann-Taylor367@hotmail.com
453,Jacob Barnes,Curators,93.08,2003-05-20,2020-06-27,1961-07-05,JacobBarnes386@gmail.com
454,Jeffrey Ho,Guard,81.22,2015-08-19,2018-11-15,1955-06-07,Jeffrey_Ho366@gmail.com
455,Marie Mccarthy,Exhibit Designer,46.84,2021-08-13,2021-11-13,1998-05-15,MarieMccarthy658@gmail.com
456,Michael Martin,Manager,30.64,2015-03-31,2018-07-06,1963-07-07,MichaelMartin585@gmail.com
457,Wendy Rocha,Exhibit Designer,102.02,2017-12-18,2021-08-16,1994-01-06,WendyRocha426@hotmail.com
458,Tara Bush PhD,Curators,74.86,1988-11-16,1998-09-12,1961-05-25,Tara_Bush_PhD331@gmail.com
459,Travis Martinez,Registrar,66.82,1999-03-22,2002-01-29,1965-08-20,Travis-Martinez485@gmail.com
460,Gary Thompson,Registrar,30.87,1996-11-05,1999-03-24,1974-05-19,Gary_Thompson935@outlook.com
461,Joseph Griffin,Conservator,57.75,2022-04-06,2022-05-01,2000-08-24,JosephGriffin93@hotmail.com
462,Joshua Singleton,Archivist,97.41,1995-08-05,2018-07-04,1964-05-29,Joshua-Singleton140@gmail.com
463,Greg Gray,Educator/Guide,41.83,1989-02-08,2015-05-12,1959-06-10,Greg-Gray832@hotmail.com
464,Maria Travis,Educator/Guide,111.25,2022-01-15,2022-01-19,2000-11-24,MariaTravis906@outlook.com
465,Mark Barry,Guard,55.15,2019-08-25,2020-09-29,1997-08-15,MarkBarry196@gmail.com
466,Jill Barrera,Conservator,89.37,2021-01-03,2021-05-06,1999-05-12,JillBarrera488@gmail.com
467,Jesse Cox,Guard,67.56,2015-06-09,2020-03-20,1988-03-31,Jesse-Cox464@gmail.com
468,Sarah Haney,Curators,116.62,2009-03-04,2021-03-21,1979-05-11,SarahHaney179@outlook.com
469,Paul Macdonald,Exhibit Designer,111.16,2019-06-22,2021-12-16,1989-08-18,PaulMacdonald625@walla.com
470,Brian Hall,Registrar,67.33,2009-06-27,2015-09-05,1983-08-12,Brian-Hall406@outlook.com
